00000,005,+300.28,178.74
00000,004,-358.11,257.74
00000,003,-78.24,243.13
00000,002,+415.74,-107.77
00000,001,+292.21,155.48
00092,003,+459.49,-328.81
00108,001,+155.74,206.05
00109,005,-464.29,-468.17
00125,002,+349.13,-223.08
00128,004,+433.99,-453.83
00176,001,-4.03,-4.66
00192,002,+3.23,-0.61
00289,003,+1.95,-1.18
00349,005,+4.50,02.95
00381,004,-1.83,02.66
