 010
 001,5845.49,5845.49,280.75,-1572.00,2348.00,2059.00,-2233.00, 000
 002,3333.65,3334.49,160.25,1596.00,-1247.00,-1734.00,-1420.00, 000
 003,2342.27,2342.27,112.75,-148.00,-2309.00,-440.00,15.00, 002
 004,3716.94,3716.94,178.75,544.00,-863.00,-1660.00,2130.00, 000
 005,3665.57,3665.57,175.75,2191.00,-2396.00,1506.00,1205.00, 000
 006,966.12,966.12,46.75,-1343.00,-1338.00,-593.00,-729.00, 000
 007,4091.16,4091.16,196.75,-1510.00,-1336.00,55.00,2444.00, 001
 008,1723.05,1723.05,82.75,-511.00,371.00,-2232.00,287.00, 002
 009,3081.95,3081.95,147.75,1409.00,-1469.00,2115.00,1531.00, 000
 010,4645.91,4646.72,223.25,-2445.00,397.00,2167.00,964.00, 001
 011,850.64,850.64,40.75,-2207.00,-1444.00,-1476.00,-1879.00, 000
 012,4088.68,4088.68,196.75,-727.00,-1640.00,442.00,2278.00, 000
 013,2807.30,2807.30,134.75,575.00,-629.00,2067.00,1749.00, 001
 014,3550.94,3550.94,170.75,-2361.00,-2374.00,-270.00,496.00, 000
 015,2645.41,2646.09,126.75,-1481.00,-1979.00,-2173.00,575.00, 000
 016,1980.66,1981.27,95.50,-1765.00,212.00,186.00,557.00, 000
 017,2383.85,2383.85,114.75,870.00,2048.00,1177.00,-316.00, 000
 018,1233.18,1233.18,59.75,1851.00,-330.00,738.00,201.00, 000
 019,1658.05,1658.05,79.75,-1931.00,542.00,-1944.00,2200.00, 000
 020,3281.25,3281.25,157.75,-2425.00,1137.00,647.00,-16.00, 000
 021,2651.30,2651.30,127.75,-910.00,-1527.00,1740.00,-1444.00, 000
 022,1697.93,1697.93,81.75,-59.00,163.00,-708.00,-1406.00, 000
 023,2093.51,2093.51,100.75,-20.00,2208.00,-555.00,184.00, 000
 024,383.08,383.08,18.75,759.00,1011.00,1095.00,827.00, 000
 025,3894.04,3894.04,186.75,548.00,-1396.00,-2113.00,1447.00, 000
 026,1654.51,1654.51,79.75,-2135.00,1924.00,-1581.00,365.00, 000
 027,1674.14,1674.14,80.75,1059.00,-778.00,2354.00,283.00, 001
 028,2964.58,2964.58,142.75,889.00,-1789.00,-1241.00,273.00, 000
 029,2102.16,2102.16,100.75,2057.00,393.00,-36.00,197.00, 001
 030,1731.75,1732.70,83.50,190.00,2226.00,988.00,688.00, 000
 031,151.33,151.33, 7.75,683.00,1777.00,791.00,1671.00, 000
 032,960.18,960.85,46.50,-116.00,1136.00,772.00,769.00, 000
 033,3329.13,3329.13,159.75,1262.00,-476.00,-1679.00,1084.00, 000
 034,2267.32,2267.32,108.75,-653.00,-1128.00,-2318.00,411.00, 000
 035,1446.96,1446.96,69.75,-1618.00,1153.00,-1216.00,-237.00, 000
 036,4041.28,4042.06,194.00,2238.00,-1790.00,-651.00,1037.00, 000
 037,2361.86,2361.86,113.75,781.00,1345.00,1191.00,-981.00, 000
 038,1239.03,1239.03,59.75,428.00,519.00,-751.00,900.00, 000
 039,3295.94,3295.94,158.75,312.00,60.00,-1918.00,-2367.00, 001
 040,2961.99,2961.99,142.75,-517.00,-632.00,2427.00,-958.00, 000
 041,2598.07,2598.07,124.75,-1110.00,-2145.00,119.00,144.00, 000
 042,2064.58,2065.39,99.50,319.00,-1968.00,-1746.00,-1928.00, 000
 043,5165.46,5165.46,247.75,1225.00,-2001.00,-2010.00,2026.00, 000
 044,5551.97,5551.97,266.75,2328.00,1658.00,-1409.00,-2448.00, 000
 045,3848.45,3848.45,184.75,2141.00,-105.00,-1365.00,-1692.00, 000
 046,3551.83,3551.83,170.75,-1930.00,-668.00,1591.00,-1135.00, 000
 047,4366.69,4366.69,209.75,-1938.00,249.00,2231.00,1548.00, 000
 048,1727.10,1727.10,82.75,309.00,272.00,164.00,1993.00, 000
 049,601.06,601.06,28.75,-32.00,-2278.00,-617.00,-2416.00, 000
 050,3529.98,3529.98,169.75,-388.00,-719.00,1944.00,1931.00, 000
