 016
 001,2783.17,2756.36,2756.36,208.00,460.00,-2220.00,-2170.00,-1395.00, 000
 002,3165.62,3151.69,3151.69,239.00,723.00,-1271.00,-2144.00,38.00, 000
 003,3126.69,3113.47,3113.47,229.00,825.00,815.00,-2097.00,1890.00, 000
 004,2622.74,2567.10,2567.10,196.00,570.00,366.00,2357.00,2209.00, 000
 005,2937.07,1762.83,1762.83,219.00,-986.00,-717.00,770.00,-872.00, 000
 006,2318.98,2158.45,2158.45,169.00,-239.00,245.00,-2267.00,984.00, 000
 007,6219.53,3214.50,3214.50,459.00,-157.00,-862.00,-345.00,2347.00, 000
 008,4277.36,3955.23,3955.23,319.00,452.00,1976.00,691.00,-1972.00, 001
 009,2829.38,2826.26,2826.26,209.00,-211.00,2371.00,-1590.00,-96.00, 000
 010,6635.90,2557.59,2557.59,509.00,1467.00,-958.00,-841.00,144.00, 002
 011,2108.94,1827.76,1827.76,159.00,779.00,1154.00,2162.00,2349.00, 000
 012,2499.79,2153.41,2153.41,209.00,-598.00,-742.00,-640.00,1411.00, 001
 013,4828.51,3805.83,3805.83,369.00,-2249.00,1099.00,1163.00,-587.00, 000
 014,2855.05,2491.70,2491.70,209.00,2258.00,2149.00,534.00,350.00, 000
 015,2079.60,1952.34,1953.20,149.00,128.00,-2051.00,-1664.00,-1274.00, 000
 016,4623.40,2912.66,2912.66,369.00,-520.00,-1808.00,1672.00,110.00, 000
 017,2011.89,1787.72,1787.72,149.00,206.00,1189.00,-1364.00,2044.00, 000
 018,2297.52,1378.60,1378.60,179.00,1223.00,-210.00,675.00,-1475.00, 000
 019,4148.12,4061.79,4061.79,299.00,1822.00,2057.00,-1358.00,-470.00, 000
 020,4831.67,1736.07,1736.07,399.00,415.00,64.00,-774.00,-1201.00, 004
 021,6284.59,1952.99,1953.93,479.00,782.00,1609.00,-263.00,-42.00, 001
 022,2068.39,1877.93,1877.93,158.00,61.00,57.00,120.00,1934.00, 000
 023,6570.24,4614.18,4614.18,489.00,2348.00,976.00,-1981.00,-621.00, 001
 024,6288.95,2916.01,2916.01,468.00,-1505.00,2148.00,-308.00,-511.00, 000
 025,3528.13,3320.70,3320.70,259.00,-1586.00,-433.00,1055.00,1580.00, 001
 026,2556.90,2495.46,2495.46,189.00,927.00,-1698.00,-1508.00,-2244.00, 000
 027,5348.14,4549.93,4549.93,399.00,2207.00,595.00,-1982.00,-1181.00, 000
 028,3330.85,3330.73,3330.73,239.00,2276.00,-1692.00,-1046.00,-1933.00, 000
 029,6897.46,3578.58,3578.58,499.00,614.00,1415.00,2127.00,-1828.00, 000
 030,4423.12,3506.64,3506.64,359.00,1770.00,1602.00,217.00,-1542.00, 000
 031,4954.60,3742.13,3742.13,379.00,1383.00,1415.00,1684.00,-2315.00, 001
 032,3465.62,2970.36,2970.36,289.00,964.00,1041.00,349.00,-1865.00, 000
 033,4409.32,3861.46,3861.46,339.00,1886.00,757.00,-1965.00,473.00, 000
 034,4269.67,4134.19,4134.19,319.00,2221.00,-926.00,-659.00,2040.00, 001
 035,3809.43,1794.41,1794.41,279.00,-829.00,-167.00,16.00,-1750.00, 000
 036,2880.89,2880.89,2880.89,209.00,-2207.00,-1265.00,-1599.00,1551.00, 000
 037,1761.34,1517.83,1517.83,129.00,86.00,-1754.00,1593.00,-1935.00, 000
 038,2052.21,1969.02,1969.02,149.00,1672.00,-557.00,-233.00,-1055.00, 000
 039,1682.06,1304.57,1304.57,129.00,-1698.00,-1380.00,-395.00,-1444.00, 000
 040,3442.52,1732.45,1732.45,279.00,-758.00,-1169.00,599.00,-92.00, 001
 041,3242.03,2014.31,2014.31,278.00,-648.00,111.00,-336.00,-1879.00, 000
 042,5522.10,2573.86,2573.86,449.00,1778.00,335.00,-696.00,-375.00, 000
 043,5139.43,4330.79,4330.79,379.00,1933.00,-2145.00,332.00,1879.00, 000
 044,7396.99,5832.43,5832.43,549.00,2334.00,-1288.00,-2397.00,2123.00, 000
 045,4306.99,4253.19,4253.19,319.00,-23.00,1588.00,-1754.00,-2297.00, 000
 046,4575.90,4415.84,4415.84,329.00,1713.00,-1996.00,-2343.00,-250.00, 000
 047,2674.65,2618.11,2618.11,199.00,1383.00,-1615.00,2327.00,827.00, 000
 048,4889.46,3261.02,3261.02,359.00,-1944.00,472.00,1273.00,1006.00, 000
 049,4970.02,3641.89,3641.89,369.00,2071.00,-1936.00,-1145.00,-227.00, 000
 050,4668.92,4375.40,4375.40,349.00,-2310.00,-197.00,1833.00,1210.00, 000
 051,5956.80,2689.41,2689.41,449.00,-593.00,1392.00,1602.00,-162.00, 000
