 001
 001,3267.12,3267.12,3267.12,156.75,2172.00,-1834.00,-1072.00,-2222.00, 000
 002,3156.72,3156.15,3156.15,151.75,2147.00,-1295.00,-873.00,-378.00, 000
 003,3804.55,3804.55,3804.55,182.75,803.00,-2203.00,-1547.00,789.00, 000
 004,3327.17,3327.17,3327.17,159.75,200.00,-818.00,-1111.00,2240.00, 000
 005,1251.63,1251.63,1252.23,60.50,460.00,1483.00,1683.00,1214.00, 000
 006,2387.85,2386.84,2386.84,114.75,1096.00,-1684.00,2448.00,283.00, 000
 007,2489.90,2489.90,2489.90,119.75,-646.00,-441.00,435.00,1802.00, 001
 008,2177.06,2177.06,2177.06,104.75,607.00,2002.00,539.00,-174.00, 000
 009,4236.67,4236.67,4236.67,203.75,-2396.00,-1509.00,873.00,1186.00, 000
 010,506.87,506.87,506.87,24.75,1243.00,57.00,755.00,-80.00, 000
 011,1046.17,1046.17,1046.17,50.75,1346.00,-488.00,2392.00,-469.00, 000
 012,1869.03,1869.03,1869.03,89.75,1242.00,-1378.00,1180.00,490.00, 000
 013,1845.49,1845.49,1845.49,88.75,-585.00,-590.00,754.00,680.00, 000
 014,1660.51,1660.51,1660.51,79.75,1907.00,-2352.00,543.00,-1405.00, 000
 015,2659.61,2659.61,2659.61,127.75,161.00,1147.00,-1143.00,-1171.00, 000
 016,1166.81,1166.81,1167.80,56.00,-1345.00,-939.00,-1966.00,-1928.00, 000
 017,2155.07,2155.07,2155.07,103.75,350.00,-25.00,1588.00,1739.00, 000
 018,2801.35,2801.35,2801.35,134.75,1886.00,1263.00,1289.00,-1474.00, 000
 019,1407.80,1407.80,1407.80,67.75,-815.00,1302.00,-1234.00,-42.00, 000
 020,1717.07,1717.07,1717.07,82.75,553.00,908.00,2270.00,923.00, 000
 021,1310.42,1310.42,1310.42,62.75,-1362.00,-119.00,-1301.00,1190.00, 000
 022,1312.29,1312.29,1312.96,62.75,1519.00,1319.00,696.00,2342.00, 000
 023,4270.15,4270.15,4270.57,204.75,1283.00,-2088.00,-439.00,1820.00, 000
 024,1264.71,1264.71,1264.71,60.75,611.00,-1019.00,502.00,241.00, 000
 025,3765.05,3765.05,3765.05,180.75,1684.00,-1516.00,-2081.00,-1536.00, 000
