 090
 001,2118.91,2118.91,159.00,-2352.00,237.00,-765.00,1641.00, 003
 002,2522.33,2522.33,189.00,591.00,1311.00,-250.00,-1067.00, 004
 003,3090.62,3090.62,229.00,760.00,-538.00,-267.00,2377.00, 005
 004,1610.52,1610.52,119.00,-236.00,-1673.00,-277.00,-63.00, 001
 005,2566.73,2566.73,189.00,-1665.00,-1053.00,590.00,173.00, 005
 006,3434.69,3434.69,249.00,1711.00,673.00,-1711.00,378.00, 004
 007,3411.89,3411.89,249.00,-937.00,1303.00,2169.00,-109.00, 003
 008,1919.00,1919.00,139.00,1419.00,2071.00,-492.00,1896.00, 000
 009,3366.01,3366.01,249.00,1135.00,976.00,-2051.00,2062.00, 002
 010,2121.05,2121.05,159.00,2067.00,135.00,1570.00,2197.00, 000
 011,4090.69,4090.69,299.00,-1194.00,-1025.00,1991.00,1542.00, 006
 012,3233.38,3233.38,239.00,-2357.00,1490.00,812.00,848.00, 004
 013,3406.44,3406.44,249.00,486.00,1748.00,-327.00,-1560.00, 003
 014,4352.71,4352.71,319.00,-2106.00,-2293.00,1448.00,220.00, 002
 015,2541.16,2541.16,189.00,-185.00,565.00,1762.00,-1068.00, 003
 016,2758.66,2758.66,199.00,794.00,2079.00,-1541.00,610.00, 001
 017,3650.77,3650.77,269.00,-904.00,427.00,2214.00,2326.00, 003
 018,2575.85,2575.85,189.00,-50.00,386.00,2200.00,-868.00, 001
 019,3773.55,3773.55,279.00,-1475.00,337.00,1498.00,-1987.00, 001
 020,3799.43,3799.43,279.00,-1531.00,1171.00,2162.00,2064.00, 003
 021,4293.68,4293.68,309.00,-422.00,-2362.00,1653.00,1397.00, 001
 022,2317.63,2317.63,169.00,137.00,-802.00,-2062.00,-70.00, 002
 023,1427.14,1427.14,109.00,-726.00,1243.00,-1536.00,68.00, 001
 024,1355.35,1355.35,99.00,1056.00,-1697.00,525.00,-450.00, 001
 025,2242.69,2242.69,169.00,1852.00,1262.00,-386.00,1407.00, 002
 026,3665.19,3665.19,269.00,-464.00,1897.00,1135.00,-1401.00, 002
 027,3041.92,3041.92,219.00,-2053.00,665.00,239.00,-1335.00, 000
 028,2972.93,2972.93,219.00,1440.00,566.00,-1387.00,1486.00, 001
 029,1819.91,1819.91,139.00,159.00,-169.00,1888.00,399.00, 001
 030,1702.42,1702.42,129.00,-269.00,-581.00,-696.00,-2229.00, 001
 031,4270.17,4270.17,309.00,-116.00,1398.00,2168.00,-2210.00, 000
 032,3423.31,3423.31,249.00,-1127.00,-261.00,2143.00,-1274.00, 003
 033,2962.48,2962.48,219.00,926.00,137.00,-2020.00,449.00, 002
 034,3046.13,3046.13,219.00,-1925.00,-2135.00,-2338.00,883.00, 000
 035,1911.35,1911.35,139.00,59.00,-1607.00,1934.00,-1978.00, 000
 036,2551.49,2551.49,189.00,-535.00,1082.00,-1652.00,-1212.00, 002
 037,1582.27,1582.27,119.00,-465.00,253.00,-677.00,-1315.00, 001
 038,1338.24,1338.24,99.00,-1825.00,519.00,-716.00,1268.00, 000
 039,1340.06,1340.06,99.00,-917.00,1002.00,-2210.00,1354.00, 001
 040,4453.45,4454.41,328.00,-2372.00,968.00,1923.00,-213.00, 003
 041,1309.34,1309.34,99.00,-37.00,-2039.00,446.00,-822.00, 000
 042,1862.01,1862.01,139.00,-1958.00,-50.00,-110.00,178.00, 000
 043,2775.61,2775.61,199.00,-875.00,1553.00,-933.00,-1222.00, 002
 044,3419.03,3419.03,249.00,-1838.00,1241.00,-1823.00,-2178.00, 000
 045,4371.58,4371.58,319.00,-1516.00,2385.00,-1445.00,-1986.00, 001
 046,4183.77,4183.77,309.00,-1601.00,1883.00,-2351.00,-2233.00, 000
 047,2551.34,2551.34,189.00,-587.00,-397.00,1201.00,-2217.00, 000
 048,1888.33,1888.33,139.00,1614.00,-516.00,253.00,793.00, 001
 049,3769.85,3769.85,279.00,2345.00,-659.00,-1198.00,-1947.00, 000
 050,3528.09,3528.09,259.00,-1348.00,793.00,2180.00,768.00, 001
 051,2778.00,2778.42,199.00,-1017.00,683.00,1403.00,2048.00, 000
 052,5271.60,5271.60,379.00,-1326.00,-1987.00,1940.00,2151.00, 000
 053,3652.47,3652.47,269.00,-1000.00,1774.00,1369.00,-1006.00, 002
 054,2810.56,2810.56,209.00,-16.00,-2313.00,190.00,490.00, 000
 055,3568.71,3568.71,259.00,805.00,-807.00,-876.00,2341.00, 001
 056,2032.20,2032.20,149.00,1891.00,1476.00,-93.00,1036.00, 000
 057,3067.07,3067.07,229.00,95.00,867.00,583.00,-2161.00, 001
 058,2056.45,2056.45,149.00,-1663.00,1397.00,-953.00,-533.00, 000
 059,1552.30,1552.30,119.00,-2004.00,185.00,-2191.00,1726.00, 000
 060,3077.42,3077.42,229.00,-1394.00,521.00,831.00,-1605.00, 000
 061,3652.59,3652.59,269.00,1455.00,766.00,-1851.00,-787.00, 001
 062,2244.23,2244.23,169.00,1583.00,-186.00,395.00,1718.00, 000
 063,4494.22,4494.22,329.00,-724.00,-1599.00,2246.00,1774.00, 001
 064,4164.32,4164.32,299.00,805.00,-2319.00,-2166.00,599.00, 001
 065,5192.00,5192.00,379.00,-2348.00,2068.00,950.00,-1942.00, 000
 066,1987.80,1987.80,149.00,1374.00,-1442.00,-47.00,-52.00, 000
 067,2712.21,2712.21,199.00,2053.00,-1137.00,-120.00,486.00, 000
 068,3448.93,3448.93,249.00,-1289.00,1854.00, 0.00,-1345.00, 000
 069,3091.80,3091.80,229.00,-1600.00,-2222.00,718.00,-176.00, 000
 070,2789.56,2789.56,209.00,1744.00,-980.00,1339.00,1780.00, 000
