00,+36.11,+0.50,100.00
1,+1.00,+217.88,+200.00,06.30,05.54,100.00,00.00,-100.00,-0.00,01.00
1,+2.00,+202.49,+200.00,05.65,05.54,98.48,17.36,-98.48,-17.36,01.00
2,+1.00,+200.06,+200.00,05.70,05.54,100.00,00.00,-100.00,-0.00,01.00
2,+2.00,+199.90,+200.00,05.65,05.54,93.97,34.20,-93.97,-34.20,01.00
3,+1.00,+200.14,+200.00,05.70,05.54,100.00,00.00,-100.00,-0.00,00.00
3,+2.00,+199.88,+200.00,05.65,05.54,86.60,50.00,-86.60,-50.00,00.00
4,+1.00,+200.73,+200.00,05.75,05.54,100.00,00.00,-100.00,-0.00,00.00
4,+2.00,+200.24,+200.00,05.65,05.54,76.60,64.28,-76.60,-64.28,00.00
5,+1.00,+200.91,+200.00,05.75,05.54,100.00,00.00,-100.00,-0.00,00.00
5,+2.00,+200.25,+200.00,05.65,05.54,64.28,76.60,-64.28,-76.60,00.00
6,+1.00,+201.69,+200.00,05.80,05.54,100.00,00.00,-100.00,-0.00,00.00
6,+2.00,+200.62,+200.00,05.65,05.54,50.00,86.60,-50.00,-86.60,00.00
7,+1.00,+201.97,+200.00,05.80,05.54,100.00,00.00,-100.00,-0.00,00.00
7,+2.00,+200.65,+200.00,05.65,05.54,34.20,93.97,-34.20,-93.97,00.00
8,+1.00,+202.26,+200.00,05.80,05.54,100.00,00.00,-100.00,-0.00,00.00
8,+2.00,+200.68,+200.00,05.65,05.54,17.36,98.48,-17.36,-98.48,00.00
9,+1.00,+203.33,+200.00,05.85,05.54,100.00,00.00,-100.00,-0.00,00.00
9,+2.00,+201.11,+200.00,05.65,05.54,00.00,100.00,-0.00,-100.00,00.00
10,+1.00,+200.73,+200.00,05.65,05.54,100.00,00.00,-100.00,-0.00,00.00
10,+2.00,+201.75,+200.00,05.80,05.54,-17.36,98.48,17.36,-98.48,00.00
11,+1.00,+200.34,+200.00,05.65,05.54,100.00,00.00,-100.00,-0.00,00.00
11,+2.00,+200.76,+200.00,05.75,05.54,-34.20,93.97,34.20,-93.97,00.00
12,+1.00,+199.94,+200.00,05.65,05.54,100.00,00.00,-100.00,-0.00,00.00
12,+2.00,+200.09,+200.00,05.70,05.54,-50.00,86.60,50.00,-86.60,00.00
13,+1.00,+199.52,+200.00,05.65,05.54,100.00,00.00,-100.00,-0.00,00.00
13,+2.00,+199.57,+200.00,05.65,05.54,-64.28,76.60,64.28,-76.60,00.00
14,+1.00,+199.51,+200.00,05.65,05.54,100.00,00.00,-100.00,-0.00,00.00
14,+2.00,+199.53,+200.00,05.65,05.54,-76.60,64.28,76.60,-64.28,00.00
15,+1.00,+219.16,+200.00,06.35,05.54,100.00,00.00,-100.00,-0.00,00.00
15,+2.00,+202.51,+200.00,05.65,05.54,-86.60,50.00,86.60,-50.00,00.00
16,+1.00,+199.49,+200.00,05.65,05.54,100.00,00.00,-100.00,-0.00,00.00
16,+2.00,+199.49,+200.00,05.65,05.54,-93.97,34.20,93.97,-34.20,00.00
17,+1.00,+199.06,+200.00,05.60,05.54,100.00,00.00,-100.00,-0.00,00.00
17,+2.00,+199.06,+200.00,05.60,05.54,-98.48,17.36,98.48,-17.36,00.00
18,+1.00,+199.06,+200.00,05.60,05.54,100.00,00.00,-100.00,-0.00,00.00
18,+2.00,+199.06,+200.00,05.60,05.54,-100.00,00.00,100.00,-0.00,00.00
19,+1.00,+199.06,+200.00,05.60,05.54,100.00,00.00,-100.00,-0.00,00.00
19,+2.00,+199.06,+200.00,05.60,05.54,-98.48,-17.36,98.48,17.36,00.00
20,+1.00,+199.49,+200.00,05.65,05.54,100.00,00.00,-100.00,-0.00,00.00
20,+2.00,+199.49,+200.00,05.65,05.54,-93.97,-34.20,93.97,34.20,00.00
21,+1.00,+199.50,+200.00,05.65,05.54,100.00,00.00,-100.00,-0.00,00.00
21,+2.00,+199.50,+200.00,05.65,05.54,-86.60,-50.00,86.60,50.00,00.00
22,+1.00,+199.51,+200.00,05.65,05.54,100.00,00.00,-100.00,-0.00,00.00
22,+2.00,+199.53,+200.00,05.65,05.54,-76.60,-64.28,76.60,64.28,00.00
23,+1.00,+199.52,+200.00,05.65,05.54,100.00,00.00,-100.00,-0.00,00.00
23,+2.00,+199.57,+200.00,05.65,05.54,-64.28,-76.60,64.28,76.60,00.00
24,+1.00,+199.94,+200.00,05.65,05.54,100.00,00.00,-100.00,-0.00,00.00
24,+2.00,+200.09,+200.00,05.70,05.54,-50.00,-86.60,50.00,86.60,00.00
25,+1.00,+200.34,+200.00,05.65,05.54,100.00,00.00,-100.00,-0.00,00.00
25,+2.00,+200.76,+200.00,05.75,05.54,-34.20,-93.97,34.20,93.97,00.00
26,+1.00,+200.73,+200.00,05.65,05.54,100.00,00.00,-100.00,-0.00,00.00
26,+2.00,+201.75,+200.00,05.80,05.54,-17.36,-98.48,17.36,98.48,00.00
27,+1.00,+201.11,+200.00,05.65,05.54,100.00,00.00,-100.00,-0.00,00.00
27,+2.00,+203.33,+200.00,05.85,05.54,-0.00,-100.00,00.00,100.00,00.00
