 011
 001,2032.69,2032.35,2032.35,97.75,1374.00,1957.00,1448.00,-74.00, 001
 002,1930.25,1930.25,1930.25,92.75,-163.00,264.00,-35.00,2190.00, 000
 003,520.75,520.75,521.06,24.75,-1689.00,-1285.00,-2210.00,-1277.00, 000
 004,2559.69,2557.47,2557.47,122.75,1505.00,209.00,-1026.00,576.00, 001
 005,1314.76,1314.76,1315.58,63.50,1183.00,-479.00,2150.00,413.00, 000
 006,1777.47,1762.74,1762.74,85.75,432.00,279.00,278.00,-1477.00, 001
 007,3249.48,3249.48,3249.64,155.75,2205.00,362.00,-1005.00,868.00, 000
 008,3535.37,3534.65,3534.65,169.75,-387.00,2093.00,-2010.00,-1047.00, 001
 009,620.88,620.32,620.32,29.75,824.00,2174.00,1437.00,2269.00, 000
 010,2884.58,2743.72,2743.72,139.75,1683.00,1649.00,187.00,-651.00, 001
 011,2496.82,2496.82,2496.82,119.75,-2414.00,-1353.00,-640.00,404.00, 000
 012,2140.10,2137.97,2137.97,102.75,-1540.00,-1902.00,542.00,-1416.00, 001
 013,952.80,952.80,952.80,45.75,13.00,-892.00,366.00,-7.00, 000
 014,5019.26,5019.26,5019.26,240.75,1777.00,2303.00,-506.00,-2167.00, 000
 015,1609.02,1609.02,1609.02,77.75,1764.00,-1849.00,1403.00,-281.00, 000
 016,999.01,999.01,999.01,47.75,-1811.00,-2350.00,-812.00,-2354.00, 000
 017,312.72,312.72,313.54,15.00,-1186.00,1371.00,-874.00,1340.00, 000
 018,3166.16,3166.16,3166.41,151.75,-2344.00,-651.00,501.00,-2041.00, 000
 019,3337.00,3337.00,3337.00,160.75,877.00,1981.00,-2445.00,1665.00, 000
 020,3634.75,3634.75,3634.75,174.75,-159.00,-1194.00,-565.00,2418.00, 000
 021,4337.12,4337.12,4337.12,208.75,1400.00,-2050.00,236.00,2128.00, 001
 022,2551.72,2551.71,2551.71,122.75,286.00,1466.00,1161.00,-931.00, 000
 023,2231.33,2228.07,2228.07,107.50,1608.00,-135.00,2344.00,1968.00, 000
 024,1556.95,1543.01,1543.55,74.75,-393.00,-537.00,1144.00,-395.00, 000
 025,4417.52,4415.96,4416.24,212.50,1618.00,992.00,-1926.00,-1643.00, 001
 026,4601.32,3998.70,3998.70,220.75,1858.00,685.00,-2140.00,760.00, 000
 027,3330.26,3330.26,3330.26,159.75,1869.00,2137.00,-1362.00,1330.00, 000
 028,3679.35,3675.40,3675.40,176.75,-828.00,-2280.00,-2274.00,1099.00, 000
