 009
 001,4198.53,4198.53,201.75,1944.00,-2234.00,-2211.00,-1631.00, 000
 002,2621.99,2621.99,125.75,368.00,1428.00,-2253.00,1500.00, 000
 003,1800.04,1800.04,86.75,63.00,-940.00,1266.00,399.00, 000
 004,1479.77,1480.61,71.25,1490.00,558.00,597.00,1739.00, 000
 005,2659.79,2659.79,127.75,-1561.00,-416.00,-722.00,2108.00, 000
 006,1920.97,1920.97,92.75,983.00,-1678.00,1431.00,190.00, 000
 007,1217.52,1217.52,58.75,-2295.00,-1435.00,-1131.00,-1078.00, 000
 008,3299.13,3299.13,158.75,-714.00,456.00,2201.00,2001.00, 000
 009,2523.01,2523.87,121.50,62.00,751.00,1379.00,-1402.00, 000
 010,1601.96,1601.96,76.75,1451.00,976.00,2177.00,2404.00, 000
 011,3291.40,3292.18,158.00,-1378.00,-1426.00,435.00,1322.00, 000
 012,2297.37,2297.37,110.75,2155.00,1204.00,-78.00,1744.00, 000
 013,1930.75,1930.75,92.75,2192.00,791.00,801.00,-548.00, 000
 014,2379.15,2379.15,114.75,1413.00,-445.00,2345.00,1744.00, 000
 015,683.47,683.47,32.75,-1015.00,-2075.00,-670.00,-1485.00, 001
 016,2326.87,2326.87,111.75,-234.00,986.00,2031.00,1519.00, 000
 017,4015.68,4015.68,192.75,-1986.00,-351.00,1984.00,-955.00, 000
 018,772.96,773.72,37.50,-2285.00,-1023.00,-2091.00,-1772.00, 000
 019,2481.30,2482.15,119.50,-159.00,2010.00,-132.00,-472.00, 002
 020,3215.51,3215.51,154.75,971.00,1452.00,-144.00,-1564.00, 001
 021,246.40,246.40,11.75,-1224.00,2422.00,-1027.00,2274.00, 000
 022,1234.64,1234.64,59.75,-1614.00,136.00,-1797.00,1357.00, 001
 023,2805.48,2805.48,134.75,2038.00,1714.00,851.00,-828.00, 000
 024,2206.60,2206.60,105.75,2313.00,-1961.00,2005.00,224.00, 000
 025,326.97,326.97,15.75,1780.00,1005.00,1824.00,1329.00, 000
 026,1121.68,1121.68,53.75,-686.00,40.00,-1157.00,-978.00, 000
 027,4472.34,4472.34,214.75,1875.00,-1094.00,-2144.00,868.00, 001
 028,1621.31,1621.31,77.75,-1136.00,1006.00,-196.00,2327.00, 000
 029,1999.50,1999.50,95.75,2323.00,1819.00,341.00,2083.00, 000
 030,615.35,615.35,29.75,553.00,847.00,634.00,237.00, 000
 031,1684.76,1684.76,80.75,-1244.00,1593.00,-2036.00,106.00, 000
 032,2356.76,2357.75,113.50,554.00,1044.00,-1227.00,-501.00, 000
 033,3784.16,3784.16,181.75,-710.00,-2276.00,1335.00,908.00, 001
 034,2077.13,2077.13,99.75,1536.00,329.00,-448.00,-286.00, 000
 035,4868.30,4868.30,233.75,-2114.00,2379.00,322.00,-1836.00, 000
 036,303.69,303.69,14.75,-1940.00,733.00,-1638.00,701.00, 000
 037,4386.62,4386.62,210.75,2231.00,1427.00,-2080.00,616.00, 000
 038,4045.55,4045.55,194.75,-2141.00,1621.00,-147.00,-1899.00, 000
 039,4769.35,4769.35,228.75,1204.00,-2328.00,-974.00,1915.00, 000
 040,4947.88,4947.88,237.75,-1872.00,-2150.00,574.00,2151.00, 000
 041,3146.91,3147.44,151.50,2334.00,-1348.00,-776.00,-864.00, 000
 042,946.00,946.00,45.75,-892.00,1261.00,54.00,1264.00, 000
 043,477.07,477.07,22.75,673.00,922.00,1067.00,1191.00, 000
 044,1177.01,1177.01,56.75,1318.00,-843.00,1999.00,-1803.00, 000
 045,2800.22,2800.22,134.75,-312.00,244.00,1766.00,2121.00, 001
 046,3664.32,3664.32,175.75,-131.00,-2417.00,563.00,1181.00, 000
 047,3531.70,3531.70,169.75,-2253.00,-2032.00,-1890.00,1481.00, 000
 048,2554.90,2554.90,122.75,-108.00,-1108.00,2282.00,-2011.00, 000
 049,4490.59,4490.59,215.75,1478.00,-2130.00,1897.00,2341.00, 000
 050,4410.70,4410.70,211.75,2286.00,1529.00,-1681.00,-399.00, 000
 051,2837.56,2837.56,136.75,-2385.00,280.00,-539.00,2435.00, 000
 052,1863.13,1863.13,89.75,2445.00,-2159.00,588.00,-2310.00, 000
 053,1285.03,1285.03,61.75,-593.00,879.00,-602.00,-406.00, 000
 054,3681.49,3681.49,176.75,1262.00,1869.00,-2407.00,1566.00, 000
 055,1342.61,1342.61,64.75,1174.00,1081.00,1435.00,-236.00, 000
 056,2965.61,2965.61,142.75,-257.00,-1991.00,-2358.00,102.00, 000
 057,1846.94,1846.94,88.75,-1994.00,363.00,-1846.00,2204.00, 000
 058,4142.44,4142.44,198.75,1744.00,1246.00,-1543.00,-1275.00, 000
 059,3686.91,3687.41,176.75,1579.00,-1359.00,-399.00,1753.00, 000
 060,680.25,680.25,32.75,139.00,-132.00,744.00,-443.00, 000
 061,4262.82,4262.82,204.75,2128.00,-719.00,-767.00,2410.00, 000
 062,4729.16,4729.90,227.25,-118.00,2314.00,1351.00,-2182.00, 000
 063,3049.18,3049.18,146.75,-515.00,-918.00,213.00,2043.00, 000
 064,276.06,276.06,13.75,-615.00,-1987.00,-484.00,-1744.00, 000
 065,3867.87,3867.87,185.75,-405.00,2273.00,-1105.00,-1531.00, 001
 066,2011.87,2011.87,96.75,1297.00,1571.00,-694.00,1860.00, 000
 067,3099.50,3099.50,148.75,-1989.00,1425.00,968.00,2354.00, 000
 068,1397.81,1398.54,67.50,1853.00,1916.00,978.00,825.00, 000
 069,2393.27,2393.27,114.75,-2111.00,-1190.00,-577.00,647.00, 000
 070,582.82,582.82,27.75,946.00,555.00,557.00,989.00, 000
 071,1672.65,1672.65,80.75,1141.00,1557.00,-126.00,465.00, 000
 072,2421.54,2421.54,116.75,-565.00,2220.00,778.00,205.00, 000
 073,2689.60,2690.44,129.50,1411.00,771.00,-1259.00,1102.00, 000
 074,2739.06,2739.06,131.75,-1364.00,-2320.00,1017.00,-966.00, 000
 075,1827.03,1827.03,87.75,-385.00,-1730.00,1442.00,-1741.00, 000
